Memory,Memory_Bandwidth,Memory_Speed,Pixel_Rate,TMUs,Max_Power,Manufacturer,Memory_Type
4096,2244,1753,69,104,148,Nvidia,GDDR
4096,2244,1753,66,104,148,Nvidia,GDDR
8192,4488,1753,140,104,300,Nvidia,GDDR
4096,2244,1753,66,104,148,Nvidia,GDDR
4096,2244,1753,70,104,225,Nvidia,GDDR
4096,4488,1753,153,104,300,Nvidia,GDDR
4096,2244,1753,77,104,160,Nvidia,GDDR
4096,2244,1753,66,104,148,Nvidia,GDDR
8192,4488,1753,151,104,325,Nvidia,GDDR
4096,2244,1753,69,104,148,Nvidia,GDDR
2048,1122,1753,40,64,120,Nvidia,GDDR
2048,1122,1753,43,64,120,Nvidia,GDDR
4096,2244,1753,66,104,145,Nvidia,GDDR
2048,1122,1753,40,64,120,Nvidia,GDDR
2048,1122,1753,43,64,120,Nvidia,GDDR
4096,1122,1753,40,64,120,Nvidia,GDDR
2048,2244,1753,75,96,140,Nvidia,GDDR
2048,1122,1753,39,64,120,Nvidia,GDDR
4096,1122,1753,43,64,120,Nvidia,GDDR
4096,2244,1753,75,96,140,Nvidia,GDDR
2048,1122,1753,38,64,120,Nvidia,GDDR
2048,1152,1800,43,64,120,Nvidia,GDDR
4096,1122,1753,38,64,120,Nvidia,GDDR
4096,1122,1753,38,64,120,Nvidia,GDDR
2048,1152,1800,41,64,120,Nvidia,GDDR
2048,1122,1753,38,64,120,Nvidia,GDDR
2048,1122,1753,40,64,120,Nvidia,GDDR
8192,2244,1753,83,64,240,Nvidia,GDDR
2048,1122,1753,40,64,120,Nvidia,GDDR
4096,1122,1753,42,64,120,Nvidia,GDDR
4096,1122,1753,40,64,120,Nvidia,GDDR
2048,1122,1753,38,64,120,Nvidia,GDDR
3072,2884,1502,48,192,250,Nvidia,GDDR
6144,5768,1502,95,192,450,Nvidia,GDDR
2048,1152,1800,45,64,160,Nvidia,GDDR
4096,1122,1753,40,64,120,Nvidia,GDDR
2048,1122,1753,40,64,120,Nvidia,GDDR
3072,298,1552,51,192,300,Nvidia,GDDR
3072,2884,1502,48,192,250,Nvidia,GDDR
3072,336,1750,52,240,250,Nvidia,GDDR
3072,3456,1800,51,240,250,Nvidia,GDDR
3072,336,1750,48,240,250,Nvidia,GDDR
6144,672,1750,89,240,500,Nvidia,GDDR
3072,336,1750,52,240,250,Nvidia,GDDR
3072,336,1750,55,240,250,Nvidia,GDDR
3072,336,1750,50,240,250,Nvidia,GDDR
3072,336,1750,52,240,250,Nvidia,GDDR
3072,336,1750,50,240,250,Nvidia,GDDR
3072,3456,1800,50,240,250,Nvidia,GDDR
3072,336,1750,51,240,250,Nvidia,GDDR
3072,336,1750,55,240,250,Nvidia,GDDR
3072,336,1750,52,240,250,Nvidia,GDDR
3072,336,1750,50,240,250,Nvidia,GDDR
3072,336,1750,49,240,250,Nvidia,GDDR
3072,336,1750,45,240,250,Nvidia,GDDR
3072,2976,1550,50,192,250,Nvidia,GDDR
3072,336,1750,51,240,250,Nvidia,GDDR
4096,1122,1753,38,64,120,Nvidia,GDDR
4096,1122,1753,42,64,120,Nvidia,GDDR
2048,1122,1753,40,64,120,Nvidia,GDDR
2048,1122,1753,38,64,120,Nvidia,GDDR
6144,5768,1502,87,192,500,Nvidia,GDDR
2048,1122,1753,40,64,120,Nvidia,GDDR
2048,1122,1753,39,64,120,Nvidia,GDDR
2048,1122,1753,42,64,120,Nvidia,GDDR
2048,1122,1753,41,64,120,Nvidia,GDDR
2048,1122,1753,39,64,120,Nvidia,GDDR
4096,1122,1753,43,64,120,Nvidia,GDDR
2048,1122,1753,43,64,120,Nvidia,GDDR
4096,1122,1753,42,64,120,Nvidia,GDDR
2048,1122,1753,43,64,120,Nvidia,GDDR
4096,1122,1753,40,64,120,Nvidia,GDDR
2048,1122,1753,38,64,120,Nvidia,GDDR
2048,1152,1800,43,64,120,Nvidia,GDDR
2048,1152,1800,41,64,120,Nvidia,GDDR
2048,1122,1753,41,64,120,Nvidia,GDDR
2048,1122,1753,39,64,120,Nvidia,GDDR
4096,1122,1753,40,64,120,Nvidia,GDDR
4096,1122,1753,43,64,160,Nvidia,GDDR
2048,1122,1753,41,64,120,Nvidia,GDDR
3072,2884,1502,48,192,250,Nvidia,GDDR
3072,2884,1502,46,192,250,Nvidia,GDDR
2048,1122,1753,43,64,120,Nvidia,GDDR
3072,2884,1502,50,192,250,Nvidia,GDDR
3072,2976,1550,52,192,265,Nvidia,GDDR
3072,2884,1502,45,192,250,Nvidia,GDDR
6144,2884,1502,48,192,250,Nvidia,GDDR
3072,2982,1553,50,192,250,Nvidia,GDDR
3072,2884,1502,51,192,250,Nvidia,GDDR
3072,2884,1502,50,192,250,Nvidia,GDDR
6144,5768,1502,98,192,500,Nvidia,GDDR
3072,2884,1502,50,192,250,Nvidia,GDDR
3072,2884,1502,46,192,250,Nvidia,GDDR
6144,2884,1502,49,192,250,Nvidia,GDDR
3072,2884,1502,50,192,250,Nvidia,GDDR
6144,2884,1502,45,192,250,Nvidia,GDDR
3072,2884,1502,49,192,250,Nvidia,GDDR
3072,2884,1502,48,192,250,Nvidia,GDDR
3072,2884,1502,43,192,250,Nvidia,GDDR
3072,2884,1502,43,192,250,Nvidia,GDDR
4096,1122,1753,44,64,120,Nvidia,GDDR
3072,2884,1502,51,192,250,Nvidia,GDDR
4096,1122,1753,38,64,120,Nvidia,GDDR
2048,1122,1753,44,64,120,Nvidia,GDDR
8192,2244,1753,84,64,300,Nvidia,GDDR
2048,1122,1753,42,64,120,Nvidia,GDDR
4096,1122,1753,42,64,150,Nvidia,GDDR
4096,1122,1753,42,64,150,Nvidia,GDDR
2048,1122,1753,38,64,120,Nvidia,GDDR
2048,1122,1753,38,64,120,Nvidia,GDDR
6144,5768,1502,97,192,550,Nvidia,GDDR
4096,2244,1753,75,64,240,Nvidia,GDDR
2048,1152,1800,42,64,120,Nvidia,GDDR
2048,1123,1755,45,48,120,Nvidia,GDDR
2048,1057,1652,41,48,120,Nvidia,GDDR
2048,1089,1701,41,48,120,Nvidia,GDDR
2048,1058,1653,38,48,94,Nvidia,GDDR
2048,1058,1653,38,48,150,Nvidia,GDDR
2048,1058,1653,40,48,75,Nvidia,GDDR
2048,1064,1663,42,48,100,Nvidia,GDDR
6144,5768,1502,87,384,500,Nvidia,GDDR
6144,2884,1502,43,192,250,Nvidia,GDDR
2048,2304,1800,38,128,230,Nvidia,GDDR
3072,2884,1502,43,192,250,Nvidia,GDDR
2048,1058,1653,40,48,90,Nvidia,GDDR
2048,2244,1753,36,128,230,Nvidia,GDDR
4096,2243,1752,35,128,230,Nvidia,GDDR
2048,2243,1752,38,128,230,Nvidia,GDDR
2048,1058,1653,40,48,90,Nvidia,GDDR
4096,2243,1752,38,128,230,Nvidia,GDDR
8192,4485,1752,76,128,500,Nvidia,GDDR
2048,218,1703,35,128,230,Nvidia,GDDR
4096,2244,1753,36,128,230,Nvidia,GDDR
4096,4485,1752,69,128,400,Nvidia,GDDR
2048,1122,1753,40,64,150,Nvidia,GDDR
2048,1058,1653,40,48,90,Nvidia,GDDR
2048,2244,1753,38,128,229,Nvidia,GDDR
4096,4485,1752,77,128,400,Nvidia,GDDR
2048,2243,1752,38,128,230,Nvidia,GDDR
4096,2243,1752,35,128,230,Nvidia,GDDR
4096,2244,1753,38,128,229,Nvidia,GDDR
2048,2244,1753,38,128,280,Nvidia,GDDR
4096,2304,1800,38,128,256,Nvidia,GDDR
4096,2243,1752,36,128,230,Nvidia,GDDR
2048,2304,1800,38,128,244,Nvidia,GDDR
2048,2244,1753,36,128,230,Nvidia,GDDR
2048,2244,1753,40,128,230,Nvidia,GDDR
2048,2243,1752,38,128,230,Nvidia,GDDR
2048,2243,1752,35,128,230,Nvidia,GDDR
2048,218,1703,35,128,250,Nvidia,GDDR
4096,436,1703,74,128,500,Nvidia,GDDR
2048,218,1703,37,128,250,Nvidia,GDDR
2048,218,1703,37,128,230,Nvidia,GDDR
2048,2244,1753,36,128,250,Nvidia,GDDR
4096,2179,1702,37,128,250,Nvidia,GDDR
2048,218,1703,36,128,250,Nvidia,GDDR
6144,4488,1753,77,128,400,Nvidia,GDDR
2048,1058,1653,38,48,75,Nvidia,GDDR
4096,2244,1753,38,128,250,Nvidia,GDDR
3072,2884,1502,48,192,300,Nvidia,GDDR
4096,2243,1752,38,128,230,Nvidia,GDDR
2048,1058,1653,38,48,75,Nvidia,GDDR
2048,1088,1700,43,48,110,Nvidia,GDDR
2048,1058,1653,40,48,75,Nvidia,GDDR
2048,1058,1653,39,48,90,Nvidia,GDDR
2048,1058,1653,42,48,90,Nvidia,GDDR
2048,1088,1700,44,48,110,Nvidia,GDDR
2048,1058,1653,41,48,100,Nvidia,GDDR
2048,1058,1653,40,48,100,Nvidia,GDDR
2048,112,1750,45,48,120,Nvidia,GDDR
2048,1058,1653,43,48,110,Nvidia,GDDR
2048,1077,1683,45,48,90,Nvidia,GDDR
2048,1058,1653,45,48,125,Nvidia,GDDR
2048,1058,1653,41,48,75,Nvidia,GDDR
2048,1058,1653,43,48,110,Nvidia,GDDR
2048,1058,1653,43,48,150,Nvidia,GDDR
2048,1058,1653,38,48,90,Nvidia,GDDR
2048,1058,1653,38,48,150,Nvidia,GDDR
4096,2116,1653,76,48,180,Nvidia,GDDR
2048,1058,1653,38,48,90,Nvidia,GDDR
4096,4488,1753,71,128,400,Nvidia,GDDR
2048,80,1250,17,32,60,Nvidia,GDDR
2048,1923,1502,34,96,170,Nvidia,GDDR
2048,2243,1752,35,128,230,Nvidia,GDDR
2048,1058,1653,45,48,125,Nvidia,GDDR
2048,1923,1502,38,96,170,Nvidia,GDDR
4096,2244,1753,36,128,230,Nvidia,GDDR
2048,1923,1502,34,96,170,Nvidia,GDDR
4096,1923,1502,33,96,170,Nvidia,GDDR
2048,1923,1502,37,96,170,Nvidia,GDDR
4096,1923,1502,37,96,170,Nvidia,GDDR
2048,1987,1552,38,96,170,Nvidia,GDDR
2048,1923,1502,35,96,170,Nvidia,GDDR
2048,2244,1753,36,128,230,Nvidia,GDDR
2048,1923,1502,31,112,170,Nvidia,GDDR
4096,1987,1552,38,96,170,Nvidia,GDDR
4096,1984,1550,36,96,170,Nvidia,GDDR
2048,1923,1502,36,96,170,Nvidia,GDDR
2048,1923,1502,33,96,170,Nvidia,GDDR
2048,1923,1502,37,96,170,Nvidia,GDDR
4096,2244,1753,37,128,300,Nvidia,GDDR
2048,1923,1502,34,96,170,Nvidia,GDDR
4096,1923,1502,37,96,170,Nvidia,GDDR
2048,2244,1753,36,128,230,Nvidia,GDDR
2048,1923,1502,36,96,170,Nvidia,GDDR
4096,1923,1502,36,96,170,Nvidia,GDDR
4096,1923,1502,33,96,170,Nvidia,GDDR
2048,1923,1502,36,96,170,Nvidia,GDDR
2048,1923,1502,33,96,170,Nvidia,GDDR
2048,1923,1502,35,96,170,Nvidia,GDDR
2048,1984,1550,36,96,170,Nvidia,GDDR
2048,1923,1502,33,96,170,Nvidia,GDDR
2048,1923,1502,34,96,160,Nvidia,GDDR
2048,1923,1502,36,96,170,Nvidia,GDDR
2048,1923,1502,36,96,170,Nvidia,GDDR
4096,1923,1502,36,96,170,Nvidia,GDDR
2048,1923,1502,38,96,170,Nvidia,GDDR
4096,1923,1502,33,96,170,Nvidia,GDDR
2048,1987,1552,38,96,170,Nvidia,GDDR
2048,16,1000,12,32,35,Nvidia,DDR
2048,1923,1502,34,96,170,Nvidia,GDDR
4096,1923,1502,37,96,170,Nvidia,GDDR
2048,1923,1502,34,96,170,Nvidia,GDDR
2048,1923,1502,36,96,170,Nvidia,GDDR
4096,3845,1502,69,96,250,Nvidia,GDDR
3072,1344,1400,21,96,130,Nvidia,GDDR
4096,1923,1502,37,96,170,Nvidia,GDDR
1536,1344,1400,21,96,130,Nvidia,GDDR
1024,80,1250,18,32,55,Nvidia,GDDR
2048,80,1250,18,32,55,Nvidia,GDDR
1024,864,1350,18,40,60,Nvidia,GDDR
2048,961,1502,21,40,90,Nvidia,GDDR
2048,1923,1502,33,96,170,Nvidia,GDDR
1024,864,1350,21,32,55,Nvidia,GDDR
2048,961,1502,20,40,60,Nvidia,GDDR
2048,864,1350,18,40,60,Nvidia,GDDR
2048,864,1350,18,40,60,Nvidia,GDDR
2048,88,1375,19,40,60,Nvidia,GDDR
2048,961,1502,20,40,90,Nvidia,GDDR
2048,864,1350,18,40,60,Nvidia,GDDR
2048,864,1350,18,40,60,Nvidia,GDDR
2048,864,1350,18,40,60,Nvidia,GDDR
2048,864,1350,17,40,60,Nvidia,GDDR
2048,864,1350,18,40,60,Nvidia,GDDR
2048,864,1350,20,40,60,Nvidia,GDDR
2048,864,1350,19,40,60,Nvidia,GDDR
4096,864,1350,18,40,75,Nvidia,GDDR
2048,864,1350,18,40,60,Nvidia,GDDR
2048,864,1350,21,40,60,Nvidia,GDDR
2048,864,1350,18,40,75,Nvidia,GDDR
2048,864,1350,18,40,60,Nvidia,GDDR
2048,864,1350,18,40,60,Nvidia,GDDR
2048,864,1350,19,40,60,Nvidia,GDDR
4096,3845,1502,66,96,350,Nvidia,GDDR
2048,961,1502,20,40,90,Nvidia,GDDR
2048,864,1350,20,40,85,Nvidia,GDDR
2048,864,1350,20,40,60,Nvidia,GDDR
2048,88,1375,19,40,60,Nvidia,GDDR
2048,864,1350,17,40,65,Nvidia,GDDR
2048,864,1350,17,40,60,Nvidia,GDDR
2048,864,1350,18,40,60,Nvidia,GDDR
2048,864,1350,17,40,60,Nvidia,GDDR
2048,864,1350,17,40,60,Nvidia,GDDR
1024,816,1275,19,32,55,Nvidia,GDDR
2048,864,1350,17,40,60,Nvidia,GDDR
2048,864,1350,18,40,150,Nvidia,GDDR
1024,802,1253,17,32,55,Nvidia,GDDR
2048,864,1350,19,40,65,Nvidia,GDDR
2048,80,1250,17,32,55,Nvidia,GDDR
2048,80,1250,17,32,55,Nvidia,GDDR
2048,802,1253,18,32,55,Nvidia,GDDR
2048,80,1250,17,32,55,Nvidia,GDDR
2048,802,1253,19,32,55,Nvidia,GDDR
1024,802,1253,18,32,55,Nvidia,GDDR
4096,864,1350,19,40,75,Nvidia,GDDR
2048,1984,1550,36,96,170,Nvidia,GDDR
1024,802,1253,18,32,55,Nvidia,GDDR
1024,802,1253,21,32,55,Nvidia,GDDR
1024,80,1250,18,32,55,Nvidia,GDDR
1024,802,1253,19,32,55,Nvidia,GDDR
2048,802,1253,18,32,55,Nvidia,GDDR
2048,802,1253,21,32,55,Nvidia,GDDR
1024,816,1275,19,32,55,Nvidia,GDDR
2048,80,1250,17,32,55,Nvidia,GDDR
1024,80,1250,17,32,55,Nvidia,GDDR
2048,802,1253,18,32,55,Nvidia,GDDR
4096,288,900,17,32,55,Nvidia,DDR
1024,802,1253,18,32,55,Nvidia,GDDR
2048,816,1275,19,32,55,Nvidia,GDDR
2048,80,1250,17,32,55,Nvidia,GDDR
2048,80,1250,16,32,64,Nvidia,GDDR
2048,80,1250,17,32,64,Nvidia,GDDR
2048,832,1300,18,32,64,Nvidia,GDDR
1024,80,1250,16,32,64,Nvidia,GDDR
2048,80,1250,17,32,64,Nvidia,GDDR
2048,80,1250,17,32,64,Nvidia,GDDR
1024,80,1250,17,32,64,Nvidia,GDDR
2048,80,1250,16,32,64,Nvidia,GDDR
1024,80,1250,17,32,64,Nvidia,GDDR
2048,80,1250,17,32,64,Nvidia,GDDR
1024,80,1250,17,32,64,Nvidia,GDDR
4096,80,1250,17,32,64,Nvidia,GDDR
1024,80,1250,16,32,64,Nvidia,GDDR
2048,80,1250,19,32,64,Nvidia,GDDR
2048,80,1250,17,32,64,Nvidia,GDDR
1024,80,1250,17,32,64,Nvidia,GDDR
1024,80,1250,19,32,64,Nvidia,GDDR
2048,285,891,16,32,64,Nvidia,DDR
1024,285,891,16,32,64,Nvidia,DDR
4096,213,667,17,32,64,Nvidia,DDR
4096,285,891,17,32,64,Nvidia,DDR
2048,80,1250,17,32,64,Nvidia,GDDR
1024,80,1250,16,32,64,Nvidia,GDDR
2048,285,891,17,32,64,Nvidia,DDR
2048,213,667,17,32,64,Nvidia,DDR
2048,288,900,16,32,64,Nvidia,DDR
2048,285,891,16,32,64,Nvidia,DDR
4096,16,500,3,16,49,Nvidia,DDR
2048,288,900,3,16,49,Nvidia,DDR
4096,171,533,3,16,49,Nvidia,DDR
2048,802,1253,18,32,55,Nvidia,GDDR
2048,288,900,3,16,49,Nvidia,DDR
2048,213,667,3,16,49,Nvidia,DDR
2048,213,667,3,16,49,Nvidia,DDR
2048,171,533,3,16,65,Nvidia,DDR
1024,288,900,3,16,49,Nvidia,DDR
2048,288,900,3,16,75,Nvidia,DDR
4096,288,900,3,16,49,Nvidia,DDR
2048,401,1253,8,16,49,Nvidia,GDDR
2048,40,1250,7,16,38,Nvidia,GDDR
2048,401,1253,7,16,38,Nvidia,GDDR
1024,401,1253,7,16,38,Nvidia,GDDR
1024,401,1253,8,16,49,Nvidia,GDDR
2048,40,1250,7,16,38,Nvidia,GDDR
1024,401,1253,8,16,49,Nvidia,GDDR
2048,144,900,7,16,23,Nvidia,DDR
1024,40,1250,7,16,25,Nvidia,GDDR
1024,144,900,7,16,23,Nvidia,DDR
1024,401,1253,7,16,38,Nvidia,GDDR
1024,288,900,3,16,49,Nvidia,DDR
2048,40,1250,7,16,38,Nvidia,GDDR
4096,144,902,7,16,23,Nvidia,DDR
2048,40,1250,7,16,25,Nvidia,GDDR
1024,40,1250,6,16,19,Nvidia,GDDR
2048,40,1250,6,16,19,Nvidia,GDDR
2048,144,900,7,16,23,Nvidia,DDR
64,37,230,1,4,24,Nvidia,DDR
2048,144,900,8,16,19,Nvidia,DDR
1024,144,898,3,8,30,Nvidia,DDR
1024,144,900,6,16,19,Nvidia,DDR
64,27,166,64,4,4,Nvidia,DDR
64,13,166,64,4,4,Nvidia,DDR
2048,144,900,8,16,25,Nvidia,DDR
64,32,200,1,4,24,Nvidia,DDR
32,27,166,1,4,24,Nvidia,DDR
256,144,450,4,4,47,Nvidia,DDR
32,13,166,1,4,24,Nvidia,DDR
256,136,425,2,4,59,Nvidia,DDR
256,32,200,1,4,24,Nvidia,DDR
256,4,250,1,8,24,Nvidia,DDR
128,32,200,1,4,24,Nvidia,DDR
256,32,200,1,4,24,Nvidia,DDR
128,32,200,1,4,24,Nvidia,DDR
128,56,350,2,8,24,Nvidia,DDR
128,32,200,1,4,24,Nvidia,DDR
128,44,275,1,8,24,Nvidia,DDR
128,52,325,1,8,24,Nvidia,DDR
2048,144,900,8,16,25,Nvidia,DDR
128,44,275,1,8,24,Nvidia,DDR
64,13,166,1,4,24,Nvidia,DDR
128,32,200,1,4,24,Nvidia,DDR
128,18,222,1,4,24,Nvidia,DDR
128,44,275,1,8,24,Nvidia,DDR
256,32,500,64,16,55,Nvidia,GDDR
128,13,166,1,4,24,Nvidia,DDR
256,16,500,4,8,35,Nvidia,GDDR
256,32,500,4,8,35,Nvidia,DDR
256,32,200,1,4,24,Nvidia,DDR
256,32,500,6,16,67,Nvidia,GDDR
128,152,475,64,16,48,Nvidia,GDDR
256,53,333,2,8,24,Nvidia,DDR
256,21,266,1,8,24,Nvidia,DDR
32,32,200,1,4,24,Nvidia,DDR
256,44,275,64,4,28,Nvidia,DDR
128,28,350,2,8,24,Nvidia,DDR
256,85,533,4,8,18,Nvidia,DDR
512,691,1080,66,40,78,Nvidia,DDR
512,691,1080,66,40,78,Nvidia,DDR
512,691,1080,66,40,78,Nvidia,DDR
256,88,275,1,8,24,Nvidia,DDR
