Memory,Memory_Bandwidth,Memory_Speed,Pixel_Rate,TMUs,Max_Power,Manufacturer,Memory_Type
1024,96,1500,17,48,95,AMD,GDDR
4096,224,1750,81,144,120,ATI,GDDR
1024,72,1125,15,40,80,AMD,GDDR
8192,256,2000,43,144,150,ATI,GDDR
1024,832,1300,18,40,80,AMD,GDDR
1024,72,1125,16,40,80,AMD,GDDR
1024,72,1125,17,40,80,AMD,GDDR
1024,72,1125,15,40,83,AMD,GDDR
1024,72,1125,16,40,80,AMD,GDDR
4096,144,1125,30,40,160,AMD,GDDR
2048,72,1125,16,40,80,AMD,GDDR
1024,72,1125,16,40,80,AMD,GDDR
1024,72,1125,13,32,61,AMD,GDDR
1024,72,1125,13,32,75,AMD,GDDR
1024,72,1125,13,32,55,AMD,GDDR
2048,736,1150,16,40,80,AMD,GDDR
2048,256,800,8,24,65,AMD,DDR
2048,72,1125,15,40,80,AMD,GDDR
2048,288,900,8,24,65,AMD,DDR
2048,288,900,9,24,65,AMD,DDR
1024,256,800,8,24,65,AMD,DDR
2048,288,900,8,24,65,AMD,DDR
8192,256,2000,41,144,150,ATI,GDDR
2048,288,900,8,24,48,AMD,DDR
2048,288,900,8,24,65,AMD,DDR
8192,256,2000,41,144,150,ATI,GDDR
8192,256,2000,41,144,150,ATI,GDDR
8192,256,2000,41,144,150,ATI,GDDR
4096,224,1750,41,144,150,ATI,GDDR
8192,256,2000,41,144,150,ATI,GDDR
4096,224,1750,41,144,120,ATI,GDDR
8192,256,2000,41,144,150,ATI,GDDR
4096,224,1750,41,144,150,ATI,GDDR
4096,224,1750,41,144,150,ATI,GDDR
8192,256,2000,41,144,150,ATI,GDDR
8192,256,2000,41,144,150,ATI,GDDR
8192,256,2000,41,144,150,ATI,GDDR
8192,256,2000,43,144,150,ATI,GDDR
16384,512,2000,81,144,300,ATI,GDDR
8192,256,2000,41,144,150,ATI,GDDR
8192,256,2000,41,144,150,ATI,GDDR
4096,224,1750,41,128,120,ATI,GDDR
4096,224,1750,41,144,120,ATI,GDDR
4096,224,1750,59,96,120,ATI,GDDR
1024,736,1150,8,24,65,AMD,GDDR
1024,736,1150,9,24,75,AMD,GDDR
4096,2112,1650,59,96,120,ATI,GDDR
4096,224,1750,60,96,120,ATI,GDDR
2048,1472,1150,17,24,130,AMD,GDDR
2048,736,1150,8,24,65,AMD,GDDR
1024,736,1150,9,24,65,AMD,GDDR
1024,736,1150,8,24,65,AMD,GDDR
1024,736,1150,8,24,65,AMD,GDDR
2048,736,1150,8,24,65,AMD,GDDR
1024,736,1150,8,24,65,AMD,GDDR
2048,1472,1150,17,24,130,AMD,GDDR
1024,736,1150,8,24,65,AMD,GDDR
4096,213,667,6,20,35,AMD,DDR
2048,736,1150,9,24,65,AMD,GDDR
2048,256,800,6,20,35,AMD,DDR
1024,736,1150,9,24,59,AMD,GDDR
1024,736,1150,6,20,30,AMD,GDDR
2048,72,1125,6,20,30,AMD,GDDR
2048,736,1150,6,20,30,AMD,GDDR
1024,72,1125,6,20,30,AMD,GDDR
1024,288,900,6,20,35,AMD,DDR
1024,288,900,6,20,35,AMD,DDR
4096,224,1750,39,128,120,ATI,GDDR
2048,288,900,6,20,30,AMD,DDR
8192,256,2000,40,128,120,ATI,GDDR
4096,224,1750,40,128,120,ATI,GDDR
4096,224,1750,41,128,120,ATI,GDDR
4096,2112,1650,40,128,110,ATI,GDDR
4096,2112,1650,39,128,120,ATI,GDDR
4096,2112,1650,39,128,110,ATI,GDDR
8192,2112,1650,40,128,110,ATI,GDDR
4096,2112,1650,40,128,120,ATI,GDDR
4096,2112,1650,39,128,110,ATI,GDDR
4096,2112,1650,40,128,120,ATI,GDDR
4096,2112,1650,39,128,120,ATI,GDDR
4096,2112,1650,39,128,120,ATI,GDDR
4096,112,1750,19,56,75,ATI,GDDR
4096,112,1750,20,48,75,ATI,GDDR
2048,112,1750,19,56,75,ATI,GDDR
4096,2112,1650,41,128,120,ATI,GDDR
4096,112,1750,20,48,75,ATI,GDDR
2048,112,1750,20,48,75,ATI,GDDR
4096,2112,1650,39,128,120,ATI,GDDR
2048,112,1750,20,64,150,ATI,GDDR
2048,112,1750,19,64,75,ATI,GDDR
4096,112,1750,19,56,75,ATI,GDDR
2048,112,1750,19,48,75,ATI,GDDR
4096,112,1750,20,64,150,ATI,GDDR
2048,112,1750,19,48,75,ATI,GDDR
2048,112,1750,20,48,75,ATI,GDDR
2048,112,1750,20,14,75,ATI,GDDR
2048,112,1750,19,56,75,ATI,GDDR
4096,112,1750,20,56,75,ATI,GDDR
4096,112,1750,20,56,75,ATI,GDDR
4096,112,1750,19,48,75,ATI,GDDR
2048,112,1750,20,48,75,ATI,GDDR
4096,112,1750,19,56,75,ATI,GDDR
2048,112,1750,19,48,75,ATI,GDDR
2048,288,900,6,20,30,AMD,DDR
2048,288,900,6,20,35,AMD,DDR
2048,288,900,6,20,35,AMD,DDR
2048,288,900,6,20,30,AMD,DDR
2048,288,900,7,20,30,AMD,DDR
4096,288,900,6,20,35,AMD,DDR
4096,288,900,7,20,35,AMD,DDR
1024,256,800,6,20,30,AMD,DDR
2048,288,900,6,20,35,AMD,DDR
1024,144,900,3,8,35,AMD,DDR
1024,144,900,4,8,37,AMD,DDR
1024,128,800,3,8,19,AMD,DDR
2048,107,667,3,8,19,AMD,DDR
1024,107,667,3,8,19,AMD,DDR
2048,8,500,3,8,19,AMD,DDR
1024,8,500,3,8,19,AMD,DDR
2048,8,500,3,8,19,AMD,DDR
1024,107,667,3,8,19,AMD,DDR
2048,96,600,3,8,19,AMD,DDR
1024,85,533,3,8,19,AMD,DDR
1024,85,533,3,8,19,AMD,DDR
32000,512,2000,80,72,250,ATI,GDDR
256,691,1080,66,40,78,AMD,GDDR
1024,96,600,3,8,19,AMD,DDR
256,691,1080,66,40,78,AMD,GDDR
256,64,1000,29,48,100,AMD,GDDR
1024,16,1000,7,24,30,AMD,GDDR
1024,85,533,3,8,19,AMD,DDR
256,717,1120,66,40,108,AMD,GDDR
256,627,980,53,60,250,AMD,GDDR
256,512,800,13,24,143,AMD,GDDR
256,1254,980,28,64,160,AMD,GDDR
128,96,600,23,8,19,AMD,DDR
128,64,400,2,4,20,AMD,DDR
256,576,900,29,60,105,AMD,GDDR
256,8,500,4,8,35,AMD,DDR
256,627,980,53,60,250,AMD,GDDR
8192,256,500,99,64,295,AMD,HBM
128,112,700,34,24,96,AMD,DDR
8192,256,2000,44,72,150,AMD,GDDR
16,1,130,1,4,24,AMD,DDR
8192,256,2000,46,72,150,AMD,GDDR
4096,224,1750,44,72,150,AMD,GDDR
32,23,143,1,4,24,AMD,DDR
8192,256,2000,45,72,150,AMD,GDDR
8192,256,2000,46,72,150,AMD,GDDR
8192,256,2000,44,72,150,AMD,GDDR
8192,256,2000,44,72,150,AMD,GDDR
8192,256,2000,44,72,150,AMD,GDDR
8192,224,1750,44,72,150,AMD,GDDR
8192,256,2000,46,72,150,AMD,GDDR
8192,224,1750,45,72,150,AMD,GDDR
8192,256,2000,46,72,150,AMD,GDDR
4096,224,1750,43,72,150,AMD,GDDR
8192,256,2000,43,72,150,AMD,GDDR
8192,256,2000,46,72,150,AMD,GDDR
8192,256,2000,46,72,150,AMD,GDDR
8192,256,2000,45,72,150,AMD,GDDR
4096,224,1750,45,72,150,AMD,GDDR
8192,256,2000,45,72,150,AMD,GDDR
8192,256,2000,44,72,150,AMD,GDDR
4096,224,1750,44,72,150,AMD,GDDR
8192,256,2000,44,72,150,AMD,GDDR
4096,224,1750,43,72,150,AMD,GDDR
8192,256,2000,46,72,150,AMD,GDDR
8192,256,2000,43,72,150,AMD,GDDR
8192,256,2000,43,72,150,AMD,GDDR
8192,256,2000,45,72,150,AMD,GDDR
4096,224,1750,44,72,150,AMD,GDDR
4096,224,1750,43,72,150,AMD,GDDR
8192,256,2000,46,72,150,AMD,GDDR
8192,256,2000,44,72,150,AMD,GDDR
4096,224,1750,44,72,150,AMD,GDDR
8192,256,2000,44,72,150,AMD,GDDR
8192,256,2000,43,72,150,AMD,GDDR
8192,256,2000,44,72,150,AMD,GDDR
8192,256,2000,44,72,150,AMD,GDDR
8192,256,2000,46,72,150,AMD,GDDR
4096,224,1750,43,72,150,AMD,GDDR
8192,224,1750,43,64,195,AMD,GDDR
4096,224,1750,43,64,195,AMD,GDDR
4096,224,1750,41,64,120,AMD,GDDR
8192,256,2000,43,72,150,AMD,GDDR
4096,224,1750,41,64,120,AMD,GDDR
8192,224,1750,41,64,120,AMD,GDDR
4096,224,1750,40,64,120,AMD,GDDR
4096,224,1750,42,64,120,AMD,GDDR
4096,224,1750,40,64,120,AMD,GDDR
4096,224,1750,40,64,120,AMD,GDDR
8192,224,1750,40,64,120,AMD,GDDR
8192,224,1750,41,64,120,AMD,GDDR
4096,224,1750,41,64,120,AMD,GDDR
8192,224,1750,40,64,120,AMD,GDDR
4096,224,1750,40,64,120,AMD,GDDR
4096,224,1750,42,64,120,AMD,GDDR
4096,224,1750,41,64,120,AMD,GDDR
4096,224,1750,40,64,120,AMD,GDDR
4096,224,1750,40,64,120,AMD,GDDR
4096,224,1750,42,64,120,AMD,GDDR
4096,224,1750,40,64,120,AMD,GDDR
4096,224,1750,41,64,120,AMD,GDDR
8192,224,1750,40,64,120,AMD,GDDR
4096,224,1750,40,64,120,AMD,GDDR
4096,224,1750,40,64,120,AMD,GDDR
4096,112,1750,20,64,80,AMD,GDDR
4096,112,1750,21,64,80,AMD,GDDR
2048,112,1750,21,64,80,AMD,GDDR
2048,112,1750,21,64,80,AMD,GDDR
4096,112,1750,21,64,80,AMD,GDDR
2048,112,1750,21,64,80,AMD,GDDR
2048,112,1750,20,64,80,AMD,GDDR
2048,112,1750,21,64,80,AMD,GDDR
4096,112,1750,21,64,80,AMD,GDDR
4096,112,1750,19,64,45,AMD,GDDR
4096,112,1750,21,64,80,AMD,GDDR
2048,112,1750,20,64,80,AMD,GDDR
4096,112,1750,19,64,80,AMD,GDDR
4096,112,1750,20,64,80,AMD,GDDR
2048,112,1750,20,64,80,AMD,GDDR
2048,112,1750,21,64,80,AMD,GDDR
2048,112,1750,19,64,80,AMD,GDDR
4096,112,1750,20,64,80,AMD,GDDR
4096,112,1750,19,64,80,AMD,GDDR
2048,112,1750,21,64,80,AMD,GDDR
4096,112,1750,20,64,75,AMD,GDDR
4096,112,1750,20,64,80,AMD,GDDR
4096,112,1750,21,64,80,AMD,GDDR
2048,112,1750,21,64,80,AMD,GDDR
4096,112,1750,21,64,75,AMD,GDDR
4096,112,1750,20,64,75,AMD,GDDR
2048,112,1750,20,64,80,AMD,GDDR
4096,112,1750,20,64,75,AMD,GDDR
2048,112,1750,21,64,80,AMD,GDDR
4096,112,1750,20,64,75,AMD,GDDR
4096,112,1750,20,64,75,AMD,GDDR
4096,112,1750,20,64,80,AMD,GDDR
2048,112,1750,20,64,80,AMD,GDDR
2048,112,1750,20,64,75,AMD,GDDR
2048,112,1750,20,64,75,AMD,GDDR
128,32,400,1,2,20,AMD,DDR
512,442,690,64,24,66,AMD,GDDR
512,64,1000,23,64,125,AMD,GDDR
512,576,900,11,32,96,AMD,GDDR
128,691,1080,66,40,78,AMD,DDR
512,496,775,64,24,135,AMD,GDDR
256,384,600,67,24,57,AMD,GDDR
256,64,1000,29,48,100,AMD,GDDR
256,464,725,64,24,100,AMD,GDDR
256,64,1000,29,48,100,AMD,GDDR
256,422,660,67,24,75,AMD,GDDR
256,64,500,64,16,70,AMD,GDDR
512,256,800,64,16,42,AMD,GDDR
256,448,700,13,24,65,AMD,GDDR
512,448,700,67,24,113,AMD,GDDR
256,317,495,67,16,48,AMD,GDDR
256,384,600,67,32,75,AMD,GDDR
256,224,700,64,16,44,AMD,GDDR
512,317,495,67,24,48,AMD,GDDR
256,224,700,64,16,55,AMD,GDDR
128,128,400,2,4,25,AMD,GDDR
512,128,400,64,8,27,AMD,DDR
256,221,690,64,16,42,AMD,GDDR
256,64,400,2,4,20,AMD,DDR
512,125,390,64,16,41,AMD,GDDR
256,128,400,64,8,22,AMD,DDR
256,64,400,64,8,31,AMD,DDR
256,107,333,3,8,24,AMD,DDR
512,691,1080,66,40,78,AMD,DDR
1024,1088,900,23,48,14,AMD,DDR
128,16,200,64,4,24,AMD,DDR
64,2,250,1,8,24,AMD,DDR
512,691,1080,66,40,78,Intel,DDR
256,4,250,1,8,24,AMD,DDR
128,53,333,2,4,24,AMD,DDR
1024,1088,900,23,48,25,Intel,DDR
1024,1088,900,23,48,19,Intel,DDR
1024,1088,900,23,48,24,Intel,DDR
1024,1088,900,23,48,13,Intel,DDR
1024,1088,900,23,48,17,Intel,DDR
512,691,1080,66,40,78,Intel,DDR
1024,1088,900,23,48,28,Intel,DDR
64,11,133,64,4,6,Intel,DDR
256,128,400,64,8,27,AMD,DDR
1024,256,800,3,4,84,Intel,DDR
1024,256,800,3,4,86,Intel,DDR
1024,256,800,1,4,47,Intel,DDR
512,256,800,1,1,45,Intel,DDR
512,213,667,1,1,95,Intel,DDR
1024,341,1067,4,8,47,Intel,DDR
1024,256,800,1,1,65,Intel,DDR
1024,341,1066,3,24,15,Intel,DDR
1024,213,667,1,1,10,Intel,DDR
512,341,1067,9,16,91,Intel,DDR
1024,256,800,3,4,88,Intel,DDR
1024,256,800,2,4,47,Intel,DDR
512,256,800,2,4,20,Intel,DDR
512,256,800,3,4,4,Intel,DDR
1024,256,800,5,4,77,Intel,DDR
1024,128,800,1,1,11,Intel,DDR
1024,213,667,3,2,95,Intel,DDR
1024,341,1067,8,16,47,Intel,DDR
1024,213,667,1,1,95,Intel,DDR
1024,341,1067,9,16,47,Intel,DDR
128,64,400,2,4,20,Intel,DDR
256,107,667,23,24,96,Intel,DDR
256,107,667,23,24,96,Intel,DDR
1024,341,1067,9,16,47,Intel,DDR
256,213,667,13,8,45,Intel,DDR
256,107,667,23,24,96,Intel,DDR
256,107,667,23,24,96,Intel,DDR
256,107,667,23,24,96,Intel,DDR
256,107,667,64,16,35,Intel,DDR
256,171,533,4,8,18,Intel,DDR
512,107,667,64,32,65,Intel,DDR
256,107,667,23,24,96,Intel,DDR
256,213,667,64,16,65,Intel,DDR
512,107,667,64,32,65,Intel,DDR
256,171,533,4,8,18,Intel,DDR
1024,341,1067,8,16,35,Intel,DDR
256,171,533,4,8,18,Intel,DDR
1024,341,1067,9,16,65,Intel,DDR
512,341,1067,9,16,91,Intel,DDR
1024,341,1067,9,16,35,Intel,DDR
1024,256,800,5,4,77,Intel,DDR
1024,256,800,3,4,88,Intel,DDR
1024,256,800,5,4,77,Intel,DDR
1024,256,800,5,4,77,Intel,DDR
1024,213,667,1,1,95,Intel,DDR
1024,256,800,5,4,77,Intel,DDR
1024,213,667,3,2,95,Intel,DDR
1024,213,667,3,2,95,Intel,DDR
1024,256,800,8,24,8,Intel,DDR
1024,341,1067,4,8,35,Intel,DDR
1024,213,667,1,1,95,Intel,DDR
1024,341,1067,4,8,47,Intel,DDR
1024,341,1067,8,16,47,Intel,DDR
2048,213,667,1,2,55,Intel,DDR
1024,341,1067,4,8,65,Intel,DDR
256,107,667,64,32,73,Intel,DDR
256,107,667,64,32,73,Intel,DDR
1024,341,1067,9,16,65,Intel,DDR
1024,341,1067,9,16,65,Intel,DDR
512,341,1067,9,16,91,Intel,DDR
512,107,667,64,32,87,Intel,DDR
1024,341,1067,9,16,35,Intel,DDR
256,107,667,64,32,73,Intel,DDR
256,107,667,64,32,73,Intel,DDR
1024,341,1067,8,16,35,Intel,DDR
1024,341,1067,8,16,65,Intel,DDR
1024,341,1067,8,16,65,Intel,DDR
512,107,667,64,24,95,Intel,DDR
1024,128,800,34,60,219,Intel,DDR
512,107,667,64,24,95,Intel,DDR
512,107,667,64,24,95,Intel,DDR
256,107,667,23,24,96,Intel,DDR
1024,128,800,34,60,219,Intel,DDR
128,149,933,2,8,65,Intel,eDRAM
512,107,667,64,24,95,Intel,DDR
512,256,800,2,8,28,Intel,DDR
512,107,667,64,32,65,Intel,DDR
1024,341,1067,4,8,54,Intel,DDR
512,107,667,64,32,65,Intel,DDR
256,107,667,64,32,73,Intel,DDR
512,107,667,64,24,95,Intel,DDR
512,256,800,2,8,28,Intel,DDR
6144,576,1500,64,128,375,AMD,GDDR
6144,264,1375,30,64,500,AMD,GDDR
6144,576,1500,64,128,375,AMD,GDDR
512,112,700,64,16,40,Nvidia,GDDR
4096,320,1250,53,192,290,AMD,GDDR
1024,64,400,3,8,19,AMD,DDR
3072,2736,1425,32,128,230,AMD,GDDR
512,14,875,8,16,20,Nvidia,DDR
4096,1024,800,67,64,189,Nvidia,GDDR
512,112,700,64,16,35,Nvidia,GDDR
12288,288,750,55,64,600,Nvidia,GDDR
512,691,1080,66,40,78,Nvidia,DDR
2048,256,1000,38,64,385,Nvidia,GDDR
12288,2884,1502,36,240,225,Nvidia,GDDR
8192,1923,1502,43,104,120,Nvidia,GDDR
16,800,100,1,4,24,Nvidia,DDR
8192,192,1000,43,192,150,Nvidia,GDDR
4096,1728,1350,23,128,122,Nvidia,GDDR
1024,288,900,11,32,45,Nvidia,DDR
4096,1728,1350,23,112,108,Nvidia,GDDR
4096,80,1250,11,40,68,Nvidia,GDDR
1024,29,905,14,16,41,Nvidia,DDR
1024,29,905,14,16,41,Nvidia,DDR
1024,288,900,14,32,41,Nvidia,DDR
1536,768,800,64,44,150,Nvidia,GDDR
6144,1434,747,28,56,204,Nvidia,GDDR
2048,899,702,15,32,142,Nvidia,GDDR
1024,256,800,11,24,40,Nvidia,DDR
1024,416,650,10,32,62,Nvidia,GDDR
512,143,891,10,16,38,Nvidia,DDR
512,128,800,11,8,32,Nvidia,DDR
1024,85,1066,2,8,20,Nvidia,DDR
512,704,1100,12,64,141,Nvidia,GDDR
1024,128,1000,19,64,197,Nvidia,GDDR
1024,416,650,10,32,62,Nvidia,GDDR
2560,120,750,21,44,152,Nvidia,GDDR
768,1037,1080,15,32,172,Nvidia,GDDR
2048,1152,900,19,112,200,Nvidia,GDDR
512,576,900,9,56,75,Nvidia,GDDR
1024,1408,1100,22,56,280,Nvidia,DDR
512,704,1100,11,64,140,Nvidia,GDDR
512,576,900,10,56,105,Nvidia,GDDR
512,256,400,10,32,50,Nvidia,GDDR
1024,576,900,10,56,105,Nvidia,GDDR
768,384,800,7,48,84,Nvidia,GDDR
512,576,900,10,32,95,Nvidia,GDDR
512,432,900,8,48,90,Nvidia,GDDR
512,256,800,4,16,50,Nvidia,GDDR
384,384,800,7,48,84,Nvidia,GDDR
768,24,500,6,24,50,Nvidia,DDR
512,16,500,3,8,35,Nvidia,DDR
1024,576,900,10,32,95,Nvidia,GDDR
1024,128,400,64,32,50,Nvidia,DDR
512,8,500,2,8,35,Nvidia,DDR
1024,768,600,16,24,110,Nvidia,GDDR
512,8,500,2,8,35,Nvidia,DDR
512,128,400,2,8,50,Nvidia,DDR
512,448,700,13,24,65,Nvidia,GDDR
512,512,800,64,32,84,Nvidia,GDDR
256,422,660,64,24,49,Nvidia,GDDR
256,422,660,7,24,49,Nvidia,GDDR
512,544,850,64,56,108,Nvidia,GDDR
512,422,660,67,24,81,Nvidia,GDDR
256,224,700,64,16,40,Nvidia,GDDR
256,32,500,64,32,65,Nvidia,GDDR
128,128,400,2,4,25,Nvidia,DDR
256,384,600,67,32,49,Nvidia,GDDR
256,128,400,64,8,27,Nvidia,DDR
256,256,800,8,8,27,Nvidia,DDR
128,64,400,1,4,20,Nvidia,DDR
256,64,400,64,8,23,Nvidia,DDR
256,52,324,2,8,24,Nvidia,DDR
256,53,333,64,8,23,Nvidia,DDR
256,104,325,64,4,24,Nvidia,DDR
256,48,300,1,8,24,Nvidia,DDR
128,53,334,1,8,24,Nvidia,DDR
512,691,1080,66,40,78,Nvidia,DDR
640,634,792,10,24,143,Nvidia,GDDR
128,28,350,2,8,24,Nvidia,GDDR
768,864,900,14,32,158,Nvidia,GDDR
256,43,533,4,8,18,Nvidia,GDDR
512,512,800,10,64,135,Nvidia,GDDR
320,634,792,10,24,143,Nvidia,GDDR
1024,1024,800,21,64,270,Nvidia,GDDR
640,72,900,12,24,143,Nvidia,GDDR
512,576,900,10,56,105,Nvidia,GDDR
512,128,400,4,16,47,Nvidia,GDDR
512,32,1000,5,16,75,Nvidia,GDDR
256,32,1000,5,16,75,Nvidia,GDDR
384,384,800,7,48,105,Nvidia,GDDR
512,128,400,4,16,75,Nvidia,GDDR
256,224,700,4,16,47,Nvidia,GDDR
1024,128,400,4,16,58,Nvidia,GDDR
256,128,400,4,16,47,Nvidia,GDDR
256,272,850,5,16,50,Nvidia,GDDR
512,224,700,4,16,46,Nvidia,GDDR
1024,128,400,2,8,30,Nvidia,DDR
256,128,400,2,8,30,Nvidia,DDR
256,128,400,4,8,47,Nvidia,DDR
1024,96,600,2,8,40,Nvidia,DDR
512,8,500,2,8,40,Nvidia,DDR
3072,1024,950,2,8,47,Nvidia,DDR
512,64,400,2,8,25,Nvidia,DDR
1024,256,800,2,8,47,Nvidia,DDR
256,64,400,2,8,18,Nvidia,DDR
512,128,800,2,8,40,Nvidia,DDR
32,29,183,1,4,24,Nvidia,DDR
1024,256,800,2,8,47,Nvidia,DDR
512,64,400,5,8,25,Nvidia,DDR
32,12,150,1,4,24,Nvidia,DDR
32,24,150,1,4,24,Nvidia,DDR
32,27,166,1,4,24,Nvidia,DDR
512,126,790,19,8,18,Nvidia,DDR
512,14,875,2,8,20,Nvidia,DDR
16,18,110,1,4,24,Nvidia,DDR
256,112,700,64,8,23,Nvidia,GDDR
256,64,400,2,8,21,Nvidia,DDR
8192,640,1250,106,192,750,AMD,GDDR
128,44,275,1,4,18,Nvidia,DDR
64,691,1080,66,40,78,Nvidia,DDR
4096,320,1250,53,96,375,AMD,GDDR
4096,320,1250,53,192,375,AMD,GDDR
2048,1792,1400,29,96,250,AMD,GDDR
2048,176,1375,28,96,250,AMD,GDDR
2048,176,1375,28,96,250,AMD,GDDR
2048,176,1375,28,96,250,AMD,GDDR
2048,176,1375,30,96,250,AMD,GDDR
2048,176,1375,28,96,250,AMD,GDDR
2048,176,1375,28,96,250,AMD,GDDR
2048,352,1375,56,96,550,AMD,GDDR
2048,176,1375,28,96,250,AMD,GDDR
2048,176,1375,28,96,250,AMD,GDDR
2048,160,1250,26,88,200,AMD,GDDR
2048,160,1250,26,88,200,AMD,GDDR
2048,160,1250,26,88,200,AMD,GDDR
1024,160,1250,26,88,200,AMD,GDDR
2048,160,1250,26,88,200,AMD,GDDR
2048,160,1250,26,88,200,AMD,GDDR
1024,160,1250,26,88,200,AMD,GDDR
4096,320,1250,51,88,400,AMD,GDDR
2048,1638,1280,27,88,175,AMD,GDDR
1024,160,1250,28,88,200,AMD,GDDR
1024,1344,1050,30,56,225,AMD,GDDR
2048,2688,1050,58,56,302,AMD,GDDR
2048,1344,1050,29,56,150,AMD,GDDR
1024,1344,1050,29,56,225,AMD,GDDR
1024,1344,1050,30,56,225,AMD,GDDR
1024,1344,1050,29,56,251,AMD,GDDR
2048,160,1250,26,88,200,AMD,GDDR
1024,1344,1050,29,56,225,AMD,GDDR
1024,1344,1050,29,56,225,AMD,GDDR
1024,1472,1150,30,56,151,AMD,GDDR
1024,1344,1050,29,56,225,AMD,GDDR
2048,2688,1050,58,56,302,AMD,GDDR
1024,1344,1050,29,56,251,AMD,GDDR
1024,128,1000,25,48,127,AMD,GDDR
1024,1344,1050,26,48,225,AMD,GDDR
1024,1344,1050,26,48,225,AMD,GDDR
1024,128,1000,25,48,127,AMD,GDDR
1024,1344,1050,29,56,151,AMD,GDDR
1024,1408,1100,26,48,150,AMD,GDDR
1024,128,1000,25,48,127,AMD,GDDR
1024,1408,1100,28,48,150,AMD,GDDR
1024,128,1000,26,48,127,AMD,GDDR
1024,1408,1100,26,48,150,AMD,GDDR
1024,1344,1050,26,48,225,AMD,GDDR
1024,128,1000,25,48,127,AMD,GDDR
1024,1344,1050,26,48,225,AMD,GDDR
1024,128,1000,25,48,127,AMD,GDDR
2048,256,1000,50,48,300,AMD,GDDR
1024,1408,1100,26,48,1,AMD,GDDR
1024,128,1000,25,48,127,AMD,GDDR
1024,1344,1050,13,40,190,AMD,GDDR
1024,1344,1050,13,40,190,AMD,GDDR
1024,1408,1100,14,40,190,AMD,GDDR
1024,768,1200,14,40,108,AMD,GDDR
1024,1344,1050,13,40,150,AMD,GDDR
1024,768,1200,14,40,108,AMD,GDDR
1024,768,1200,14,40,108,AMD,GDDR
1024,704,1100,13,40,86,AMD,GDDR
1024,768,1200,14,40,108,AMD,GDDR
2048,1536,1200,27,40,206,AMD,GDDR
1024,768,1200,14,40,108,AMD,GDDR
1024,768,1200,14,40,108,AMD,GDDR
2048,256,800,11,36,86,AMD,DDR
1024,736,1150,11,36,86,AMD,GDDR
1024,256,800,11,36,86,AMD,DDR
1024,64,1000,11,36,86,AMD,GDDR
2048,213,667,11,36,86,AMD,DDR
1024,736,1150,11,36,86,AMD,GDDR
1024,736,1150,11,36,86,AMD,GDDR
1024,64,1000,6,24,66,AMD,GDDR
1024,288,900,7,24,66,AMD,DDR
1024,768,1200,12,36,86,AMD,GDDR
2048,213,667,6,24,66,AMD,DDR
1024,256,800,6,24,66,AMD,DDR
2048,192,600,6,24,66,AMD,DDR
2048,256,800,6,24,66,AMD,DDR
1024,256,800,6,24,66,AMD,DDR
1024,64,1000,6,24,66,AMD,GDDR
1024,256,800,6,24,66,AMD,DDR
1024,64,1000,6,24,66,AMD,GDDR
2048,256,800,6,24,66,AMD,DDR
1024,64,1000,6,24,66,AMD,GDDR
1024,64,1000,6,24,66,AMD,GDDR
1024,64,1000,6,24,66,AMD,GDDR
1024,208,650,5,24,44,AMD,DDR
1024,213,667,5,24,44,AMD,DDR
2048,16,500,5,24,44,AMD,DDR
1024,64,1000,6,24,66,AMD,GDDR
1024,288,900,5,24,44,AMD,DDR
1024,64,1000,6,24,66,AMD,GDDR
1024,16,500,5,24,44,AMD,DDR
1024,256,800,5,24,44,AMD,DDR
1024,213,667,5,24,44,AMD,DDR
1024,288,900,5,24,44,AMD,DDR
4096,256,800,5,24,44,AMD,DDR
2048,93,580,3,8,18,AMD,GDDR
1024,85,533,3,8,25,AMD,DDR
1024,128,800,3,8,18,AMD,GDDR
2048,107,667,3,8,18,AMD,GDDR
1024,128,800,3,8,18,AMD,GDDR
2048,107,667,3,8,18,AMD,GDDR
512,85,533,3,8,18,AMD,GDDR
512,256,800,3,8,18,AMD,GDDR
512,288,900,3,8,18,AMD,GDDR
512,256,800,3,8,18,AMD,GDDR
1024,96,600,3,8,18,AMD,GDDR
512,128,800,3,8,19,AMD,GDDR
512,256,800,11,16,40,Nvidia,GDDR
1024,64,1000,5,24,60,AMD,GDDR
1536,768,800,64,56,171,Nvidia,GDDR
1024,107,667,3,8,18,AMD,GDDR
1024,128,800,3,8,19,AMD,GDDR
1024,368,575,67,24,96,Nvidia,GDDR
512,368,575,67,32,109,Nvidia,GDDR
512,128,800,11,8,28,Nvidia,DDR
1024,512,800,64,32,108,Nvidia,GDDR
256,224,700,64,16,34,Nvidia,GDDR
512,512,800,64,32,78,Nvidia,GDDR
128,192,600,64,24,30,Nvidia,GDDR
256,422,660,67,24,80,Nvidia,GDDR
768,672,700,67,24,134,Nvidia,GDDR
256,288,450,67,32,101,Nvidia,GDDR
256,64,1000,23,36,83,Nvidia,GDDR
512,128,400,64,16,42,Nvidia,DDR
256,128,400,64,16,38,Nvidia,DDR
128,96,300,64,8,70,Nvidia,DDR
768,384,800,64,32,59,Nvidia,GDDR
1024,107,667,3,8,18,AMD,GDDR
256,136,425,4,4,25,Nvidia,DDR
128,88,275,64,4,55,Nvidia,DDR
128,96,300,1,8,24,Nvidia,DDR
128,52,325,1,8,24,Nvidia,DDR
